# Monthly all cause mortality; and deaths caused by pnuemonia and influenza in the United States; 1910-98,,,,
# Source:  1910 Table 10 in US Mortality Statistics; 1911-12 Table 8 in US Mortality Statistics; 1913 Table 7 in US Mortality Statistics.,,,,
# 1914-92 Table 10 in US Mortality Statistics; 1993-98 all data were extracted from electronic files obtained from the CDC.,,,,
# This data file is available online from the International Infectious Disease Data Archive (IIDDA) at http://iidda.mcmaster.ca,,,,
# Please acknowledge IIDDA in any publication or presentation in which data downloaded from IIDDA are used.,,,,
# First publication to use this data: D. J. D. Earn; J. Dushoff and S. A. Levin (2002) 'Ecology and evolution of the flu' Trends in Ecology and Evolution 17(7): 334-340,,,,
# See the IIDDA website for a list of all papers that have used this data file.,,,,
# acm = all cause mortality; pim = pneumonia and influenza mortality,,,,
numeric.date,year,month,acm,pim
1979.25,1979,4,157851,3870
1979.333,1979,5,160990,3601
1979.417,1979,6,152543,3130
1979.5,1979,7,155721,2992
1979.583,1979,8,152887,3089
1979.667,1979,9,149957,3173
1979.75,1979,10,162665,3776
1979.833,1979,11,159827,3755
1979.917,1979,12,172502,4604
1980,1980,1,176095,5477
1980.083,1980,2,173686,7014
1980.167,1980,3,177093,6572
1980.25,1980,4,159853,4158
1980.333,1980,5,160081,3467
1980.417,1980,6,154246,3175
1980.5,1980,7,163477,3314
1980.583,1980,8,157364,3270
1980.667,1980,9,150983,3084
1980.75,1980,10,163601,3819
1980.833,1980,11,163950,4194
1980.917,1980,12,189412,7075
1981,1981,1,202806,10675
1981.083,1981,2,161587,5735
1981.167,1981,3,168845,4639
1981.25,1981,4,158870,3880
1981.333,1981,5,162035,3465
1981.417,1981,6,154531,3189
1981.5,1981,7,158798,3173
1981.583,1981,8,156703,3151
1981.667,1981,9,152139,3195
1981.75,1981,10,165582,4080
1981.833,1981,11,161525,3883
1981.917,1981,12,174560,4666
1982,1982,1,179636,5087
1982.083,1982,2,154481,4249
1982.167,1982,3,173331,5019
1982.25,1982,4,168640,4680
1982.333,1982,5,166718,3909
1982.417,1982,6,156254,3379
1982.5,1982,7,162778,3538
1982.583,1982,8,157897,3289
1982.667,1982,9,154988,3390
1982.75,1982,10,165758,3955
1982.833,1982,11,161640,3864
1982.917,1982,12,172676,4527
1983,1983,1,181652,6037
1983.083,1983,2,167990,6172
1983.167,1983,3,178647,6261
1983.25,1983,4,169486,5065
1983.333,1983,5,167136,4131
1983.417,1983,6,157911,3586
1983.5,1983,7,164657,3631
1983.583,1983,8,160071,3546
1983.667,1983,9,155560,3447
1983.75,1983,10,166371,4251
1983.833,1983,11,166422,4430
1983.917,1983,12,183298,5297
1984,1984,1,183413,5992
1984.083,1984,2,169109,5895
1984.167,1984,3,181236,6381
1984.25,1984,4,171392,5466
1984.333,1984,5,169617,4618
1984.417,1984,6,161977,4010
1984.5,1984,7,161591,3674
1984.583,1984,8,160635,3771
1984.667,1984,9,158323,3784
1984.75,1984,10,167970,4619
1984.833,1984,11,170293,4822
1984.917,1984,12,183813,5862
1985,1985,1,201346,8530
1985.083,1985,2,184029,9474
1985.167,1985,3,182616,6769
1985.25,1985,4,168848,5132
1985.333,1985,5,168374,4464
1985.417,1985,6,160838,4135
1985.5,1985,7,164700,4378
1985.583,1985,8,162492,4050
1985.667,1985,9,161563,4214
1985.75,1985,10,172307,4987
1985.833,1985,11,170082,5101
1985.917,1985,12,189245,6381
1986,1986,1,194612,8021
1986.083,1986,2,178283,8237
1986.167,1986,3,189897,7869
1986.25,1986,4,172481,5719
1986.333,1986,5,172185,5045
1986.417,1986,6,163514,4440
1986.5,1986,7,169943,4457
1986.583,1986,8,165977,4355
1986.667,1986,9,163100,4491
1986.75,1986,10,172586,5180
1986.833,1986,11,174412,5344
1986.917,1986,12,188371,6654
1987,1987,1,196235,7987
1987.083,1987,2,170273,6360
1987.167,1987,3,186651,6729
1987.25,1987,4,175249,5741
1987.333,1987,5,174902,5267
1987.417,1987,6,167327,4701
1987.5,1987,7,171935,4755
1987.583,1987,8,170028,4671
1987.667,1987,9,164838,4750
1987.75,1987,10,180733,5818
1987.833,1987,11,175679,5726
1987.917,1987,12,189473,6720
1988,1988,1,200610,8401
1988.083,1988,2,191548,9492
1988.167,1988,3,197995,9299
1988.25,1988,4,176251,6477
1988.333,1988,5,176806,5627
1988.417,1988,6,168085,5085
1988.5,1988,7,172193,4818
1988.583,1988,8,171470,4748
1988.667,1988,9,166201,4827
1988.75,1988,10,179478,5720
1988.833,1988,11,175198,5960
1988.917,1988,12,192164,7208
1989,1989,1,197780,8608
1989.083,1989,2,182374,9006
1989.167,1989,3,192680,8261
1989.25,1989,4,174682,6115
1989.333,1989,5,175422,5548
1989.417,1989,6,165174,4793
1989.5,1989,7,169048,4770
1989.583,1989,8,168135,4583
1989.667,1989,9,165225,4894
1989.75,1989,10,178722,5740
1989.833,1989,11,175827,5753
1989.917,1989,12,205397,8479
1990,1990,1,216654,12866
1990.083,1990,2,178727,8578
1990.167,1990,3,185875,7330
1990.25,1990,4,174263,6009
1990.333,1990,5,174553,5614
1990.417,1990,6,168999,5400
1990.5,1990,7,171338,4965
1990.583,1990,8,168427,4739
1990.667,1990,9,165934,4963
1990.75,1990,10,177472,5904
1990.833,1990,11,176508,6067
1990.917,1990,12,189713,7078
1991,1991,1,195106,8199
1991.083,1991,2,175670,7483
1991.167,1991,3,191709,8006
1991.25,1991,4,178616,6539
1991.333,1991,5,178232,5888
1991.417,1991,6,170181,5158
1991.5,1991,7,173757,5024
1991.583,1991,8,170757,4867
1991.667,1991,9,166854,4915
1991.75,1991,10,180627,5859
1991.833,1991,11,183277,6423
1991.917,1991,12,204732,9499
1992,1992,1,209393,11155
1992.083,1992,2,179125,7156
1992.167,1992,3,185962,6795
1992.25,1992,4,176621,6221
1992.333,1992,5,178468,5749
1992.417,1992,6,170542,5108
1992.5,1992,7,173262,4999
1992.583,1992,8,172988,4821
1992.667,1992,9,169020,4815
1992.75,1992,10,181777,5636
1992.833,1992,11,179683,5856
1992.917,1992,12,198772,7408
1993,1993,1,200445,8287
1993.083,1993,2,187699,7921
1993.167,1993,3,212200,10096
1993.25,1993,4,189687,7515
1993.333,1993,5,185215,6163
1993.417,1993,6,175279,5444
1993.5,1993,7,181173,5213
1993.583,1993,8,176265,5103
1993.667,1993,9,172944,5094
1993.75,1993,10,188961,6301
1993.833,1993,11,187750,6472
1993.917,1993,12,210935,9260
1994,1994,1,233893,13982
1994.083,1994,2,186064,7898
1994.167,1994,3,194973,7050
1994.25,1994,4,185121,6321
1994.333,1994,5,186665,6017
1994.417,1994,6,178110,5318
1994.5,1994,7,180105,5131
1994.583,1994,8,180107,5111
1994.667,1994,9,175985,5168
1994.75,1994,10,189171,6003
1994.833,1994,11,186211,6068
1994.917,1994,12,202589,7468
1995,1995,1,210713,8960
1995.083,1995,2,192267,8459
1995.167,1995,3,207231,8900
1995.25,1995,4,191092,7052
1995.333,1995,5,189556,6361
1995.417,1995,6,179336,5494
1995.5,1995,7,185465,5296
1995.583,1995,8,182337,5159
1995.667,1995,9,177642,5276
1995.75,1995,10,189765,6272
1995.833,1995,11,192514,6679
1995.917,1995,12,214214,9061
1996,1996,1,221525,10658
1996.083,1996,2,193228,7737
1996.167,1996,3,203057,7801
1996.25,1996,4,191779,7168
1996.333,1996,5,188184,6072
1996.417,1996,6,178208,5270
1996.5,1996,7,181964,5175
1996.583,1996,8,178952,5104
1996.667,1996,9,175586,5291
1996.75,1996,10,190326,6285
1996.833,1996,11,190670,6528
1996.917,1996,12,221211,10685
1997,1997,1,228239,12759
1997.083,1997,2,188502,8282
1997.167,1997,3,204925,8512
1997.25,1997,4,191932,7172
1997.333,1997,5,191196,6551
1997.417,1997,6,178430,5561
1997.5,1997,7,181498,5475
1997.583,1997,8,179325,5154
1997.667,1997,9,175404,5341
1997.75,1997,10,190364,6098
1997.833,1997,11,191841,6678
1997.917,1997,12,212589,8925
1998,1998,1,233237,14146
1998.083,1998,2,204453,11982
1998.167,1998,3,205691,8814
1998.25,1998,4,186808,6712
1998.333,1998,5,188120,6133
1998.417,1998,6,181429,5660
1998.5,1998,7,184149,5604
1998.583,1998,8,183556,5587
1998.667,1998,9,177915,5459
1998.75,1998,10,193421,6616
1998.833,1998,11,192465,7038
1998.917,1998,12,206012,8171
