# Weekly All Cause, Pneumonia, and Influenza Mortality for London, United Kingdom from 1842-1950.
# This spreadsheet was created 28 March 2011 by Kelly Hancock.
# From the 13th week of 1902 until the end of 1910 ""pneumonia"" becomes a summation of lobar, broncho, epidemic and not defined.
# From 1910 until 1940 ""pneumonia"" becomes a summation of broncho pneumonia, lobar pneumonia, and pneumonia type not distinguished.
# From 1940 on pneumonia is entered as pneumonia all forms and no longer requires summation.
year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,death.all.causes.all.ages,influenza,pneumonia,,,,
1868,5,23,1868,5,30,22,1868.41369863014,1217,0,62,,,,
1868,5,30,1868,6,6,23,1868.43287671233,1160,0,55,,,,
1868,6,6,1868,6,13,24,1868.45205479452,1195,1,64,,,,
1868,6,13,1868,6,20,25,1868.47123287671,1228,0,52,,,,
1868,6,20,1868,6,27,26,1868.4904109589,1451,0,57,,,,
1868,6,27,1868,7,4,27,1868.5095890411,1516,0,48,,,,
1868,7,4,1868,7,11,28,1868.52876712329,1505,0,40,,,,
1868,7,11,1868,7,18,29,1868.54794520548,1642,0,49,,,,
1868,7,18,1868,7,25,30,1868.56712328767,1885,0,48,,,,
1868,7,25,1868,8,1,31,1868.58630136986,1665,0,41,,,,
1868,8,1,1868,8,8,32,1868.60547945205,1545,0,45,,,,
1868,8,8,1868,8,15,33,1868.62465753425,1462,0,41,,,,
1868,8,15,1868,8,22,34,1868.64383561644,1428,1,37,,,,
1868,8,22,1868,8,29,35,1868.66301369863,1356,2,32,,,,
1868,8,29,1868,9,5,36,1868.68219178082,1352,0,42,,,,
1868,9,5,1868,9,12,37,1868.70136986301,1246,0,40,,,,
1868,9,12,1868,9,19,38,1868.72054794521,1220,0,49,,,,
1868,9,19,1868,9,26,39,1868.7397260274,1327,0,64,,,,
1868,9,26,1868,10,3,40,1868.75890410959,1229,1,46,,,,
1868,10,3,1868,10,10,41,1868.77808219178,1438,0,63,,,,
1868,10,10,1868,10,17,42,1868.79726027397,1395,1,79,,,,
1868,10,17,1868,10,24,43,1868.81643835616,1421,0,77,,,,
1868,10,24,1868,10,31,44,1868.83561643836,1521,3,87,,,,
1868,10,31,1868,11,7,45,1868.85479452055,1387,2,88,,,,
1868,11,7,1868,11,14,46,1868.87397260274,1506,0,109,,,,
1868,11,14,1868,11,21,47,1868.89315068493,1507,0,112,,,,
1868,11,21,1868,11,28,48,1868.91232876712,1561,0,110,,,,
1868,11,28,1868,12,5,49,1868.93150684932,1672,1,121,,,,
1868,12,5,1868,12,12,50,1868.95068493151,1486,1,122,,,,
1868,12,12,1868,12,19,51,1868.9698630137,1262,,,,,,
1868,12,19,1868,12,26,52,1868.98904109589,1629,2,82,,,,
1868,12,26,1869,1,2,53,1869.00821917808,,,,,,,
1869,1,2,1869,1,9,1,1869.02465753425,1501,2,112,,,,
1869,1,9,1869,1,16,2,1869.04383561644,1490,0,100,,,,
1869,1,16,1869,1,23,3,1869.06301369863,1578,5,89,,,,
1869,1,23,1869,1,30,4,1869.08219178082,1737,2,100,,,,
1869,1,30,1869,2,6,5,1869.10136986301,1631,3,102,,,,
1869,2,6,1869,2,13,6,1869.12054794521,1426,2,84,,,,
1869,2,13,1869,2,20,7,1869.1397260274,1491,0,74,,,,
1869,2,20,1869,2,27,8,1869.15890410959,1419,1,78,,,,
1869,2,27,1869,3,6,9,1869.17808219178,1487,2,98,,,,
1869,3,6,1869,3,13,10,1869.19726027397,1519,0,90,,,,
1869,3,13,1869,3,20,11,1869.21643835616,1549,2,99,,,,
1869,3,20,1869,3,27,12,1869.23561643836,1590,1,103,,,,
1869,3,27,1869,4,3,13,1869.25479452055,1670,1,102,,,,
1869,4,3,1869,4,10,14,1869.27397260274,1550,1,104,,,,
1869,4,10,1869,4,17,15,1869.29315068493,1595,0,95,,,,
1869,4,17,1869,4,24,16,1869.31232876712,1377,1,86,,,,
1869,4,24,1869,5,1,17,1869.33150684932,1288,0,89,,,,
1869,5,1,1869,5,8,18,1869.35068493151,1421,0,85,,,,
1869,5,8,1869,5,15,19,1869.3698630137,1279,0,69,,,,
1869,5,15,1869,5,22,20,1869.38904109589,1281,0,78,,,,
1869,5,22,1869,5,29,21,1869.40821917808,1276,0,75,,,,
1869,5,29,1869,6,5,22,1869.42739726027,1355,0,62,,,,
1869,6,5,1869,6,12,23,1869.44657534247,1305,1,74,,,,
1869,6,12,1869,6,19,24,1869.46575342466,1236,1,59,,,,
1869,6,19,1869,6,26,25,1869.48493150685,1381,0,64,,,,
1869,6,26,1869,7,3,26,1869.50410958904,1231,0,61,,,,
1869,7,3,1869,7,10,27,1869.52328767123,1279,0,52,,,,
1869,7,10,1869,7,17,28,1869.54246575342,1313,0,52,,,,
1869,7,17,1869,7,24,29,1869.56164383562,1600,0,76,,,,
1869,7,24,1869,7,31,30,1869.58082191781,1646,0,46,,,,
1869,7,31,1869,8,7,31,1869.6,1630,0,40,,,,
1869,8,7,1869,8,14,32,1869.61917808219,1591,0,48,,,,
1869,8,14,1869,8,21,33,1869.63835616438,1527,0,55,,,,
1869,8,21,1869,8,28,34,1869.65753424658,1463,0,36,,,,
1869,8,28,1869,9,4,35,1869.67671232877,1391,0,53,,,,
1869,9,4,1869,9,11,36,1869.69589041096,1601,0,54,,,,
1869,9,11,1869,9,18,37,1869.71506849315,1409,0,45,,,,
1869,9,18,1869,9,25,38,1869.73424657534,1362,0,54,,,,
1869,9,25,1869,10,2,39,1869.75342465753,1395,0,50,,,,
1869,10,2,1869,10,9,40,1869.77260273973,1367,0,54,,,,
1869,10,9,1869,10,16,41,1869.79178082192,1305,0,56,,,,
1869,10,16,1869,10,23,42,1869.81095890411,1476,0,70,,,,
1869,10,23,1869,10,30,43,1869.8301369863,1536,1,102,,,,
1869,10,30,1869,11,6,44,1869.84931506849,1772,0,114,,,,
1869,11,6,1869,11,13,45,1869.86849315069,1689,3,133,,,,
1869,11,13,1869,11,20,46,1869.88767123288,1859,0,138,,,,
1869,11,20,1869,11,27,47,1869.90684931507,1676,0,119,,,,
1869,11,27,1869,12,4,48,1869.92602739726,1705,3,106,,,,
1869,12,4,1869,12,11,49,1869.94520547945,1759,1,122,,,,
1869,12,11,1869,12,18,50,1869.96438356164,1566,3,103,,,,
1869,12,18,1869,12,25,51,1869.98356164384,1357,2,87,,,,
1869,12,25,1870,1,1,52,1870.00273972603,1996,1,120,,,,
1870,1,1,1870,1,8,1,1870.02191780822,1697,0,102,,,,
1870,1,8,1870,1,15,2,1870.04109589041,1662,0,116,,,,
1870,1,15,1870,1,22,3,1870.0602739726,1652,1,87,,,,
1870,1,22,1870,1,29,4,1870.07945205479,1613,4,81,,,,
1870,1,29,1870,2,5,5,1870.09863013699,1828,2,114,,,,
1870,2,5,1870,2,12,6,1870.11780821918,1548,2,74,,,,
1870,2,12,1870,2,19,7,1870.13698630137,1714,1,109,,,,
1870,2,19,1870,2,26,8,1870.15616438356,1861,0,90,,,,
1870,2,26,1870,3,5,9,1870.17534246575,1673,1,89,,,,
1870,3,5,1870,3,12,10,1870.19452054795,1499,1,98,,,,
1870,3,12,1870,3,19,11,1870.21369863014,1532,1,86,,,,
1870,3,19,1870,3,26,12,1870.23287671233,1478,0,93,,,,
1870,3,26,1870,4,2,13,1870.25205479452,1625,2,107,,,,
1870,4,2,1870,4,9,14,1870.27123287671,1611,1,107,,,,
1870,4,9,1870,4,16,15,1870.2904109589,1449,0,66,,,,
1870,4,16,1870,4,23,16,1870.3095890411,1487,2,91,,,,
1870,4,23,1870,4,30,17,1870.32876712329,1394,1,86,,,,
1870,4,30,1870,5,7,18,1870.34794520548,1294,0,67,,,,
1870,5,7,1870,5,14,19,1870.36712328767,1416,1,59,,,,
1870,5,14,1870,5,21,20,1870.38630136986,1313,0,65,,,,
1870,5,21,1870,5,28,21,1870.40547945205,1239,0,57,,,,
1870,5,28,1870,6,4,22,1870.42465753425,1232,0,57,,,,
1870,6,4,1870,6,11,23,1870.44383561644,1273,0,61,,,,
1870,6,11,1870,6,18,24,1870.46301369863,1292,0,50,,,,
1870,6,18,1870,6,25,25,1870.48219178082,1282,0,48,,,,
1870,6,25,1870,7,2,26,1870.50136986301,1353,0,41,,,,
1870,7,2,1870,7,9,27,1870.52054794521,1497,0,43,,,,
1870,7,9,1870,7,16,28,1870.5397260274,1488,0,34,,,,
1870,7,16,1870,7,23,29,1870.55890410959,1748,0,43,,,,
1870,7,23,1870,7,30,30,1870.57808219178,1694,1,38,,,,
1870,7,30,1870,8,6,31,1870.59726027397,1642,0,28,,,,
1870,8,6,1870,8,13,32,1870.61643835616,1494,0,38,,,,
1870,8,13,1870,8,20,33,1870.63561643836,1398,0,31,,,,
1870,8,20,1870,8,27,34,1870.65479452055,1393,0,32,,,,
1870,8,27,1870,9,3,35,1870.67397260274,1426,0,44,,,,
1870,9,3,1870,9,10,36,1870.69315068493,1322,0,37,,,,
1870,9,10,1870,9,17,37,1870.71232876712,1197,0,42,,,,
1870,9,17,1870,9,24,38,1870.73150684932,1212,0,41,,,,
1870,9,24,1870,10,1,39,1870.75068493151,1267,0,56,,,,
1870,10,1,1870,10,8,40,1870.7698630137,1279,0,51,,,,
1870,10,8,1870,10,15,41,1870.78904109589,1416,0,70,,,,
1870,10,15,1870,10,22,42,1870.80821917808,1334,0,72,,,,
1870,10,22,1870,10,29,43,1870.82739726027,1266,0,78,,,,
1870,10,29,1870,11,5,44,1870.84657534247,1318,1,81,,,,
1870,11,5,1870,11,12,45,1870.86575342466,1468,0,95,,,,
1870,11,12,1870,11,19,46,1870.88493150685,1639,0,107,,,,
1870,11,19,1870,11,26,47,1870.90410958904,1652,3,116,,,,
1870,11,26,1870,12,3,48,1870.92328767123,1482,1,89,,,,
1870,12,3,1870,12,10,49,1870.94246575342,1586,1,101,,,,
1870,12,10,1870,12,17,50,1870.96164383562,1737,1,114,,,,
1870,12,17,1870,12,24,51,1870.98082191781,1377,1,75,,,,
1870,12,24,1870,12,31,52,1871,1760,1,105,,,,
1870,12,31,1871,1,7,1,1871.01917808219,1828,2,93,,,,
1871,1,7,1871,1,14,2,1871.03835616438,1896,0,91,,,,
1871,1,14,1871,1,21,3,1871.05753424658,1846,1,89,,,,
1871,1,21,1871,1,28,4,1871.07671232877,1621,0,84,,,,
1871,1,28,1871,2,4,5,1871.09589041096,1683,3,90,,,,
1871,2,4,1871,2,11,6,1871.11506849315,1749,0,83,,,,
1871,2,11,1871,2,18,7,1871.13424657534,1625,0,66,,,,
1871,2,18,1871,2,25,8,1871.15342465753,1633,2,75,,,,
1871,2,25,1871,3,4,9,1871.17260273973,1591,0,92,,,,
1871,3,4,1871,3,11,10,1871.19178082192,1601,1,89,,,,
1871,3,11,1871,3,18,11,1871.21095890411,1576,1,77,,,,
1871,3,18,1871,3,25,12,1871.2301369863,1665,1,94,,,,
1871,3,25,1871,4,1,13,1871.24931506849,1564,1,72,,,,
1871,4,1,1871,4,8,14,1871.26849315068,1493,0,67,,,,
1871,4,8,1871,4,15,15,1871.28767123288,1722,1,84,,,,
1871,4,15,1871,4,22,16,1871.30684931507,1578,1,80,,,,
1871,4,22,1871,4,29,17,1871.32602739726,1467,0,72,,,,
1871,4,29,1871,5,6,18,1871.34520547945,1522,0,58,,,,
1871,5,6,1871,5,13,19,1871.36438356164,1341,2,50,,,,
1871,5,13,1871,5,20,20,1871.38356164384,1472,0,62,,,,
1871,5,20,1871,5,27,21,1871.40273972603,1401,0,52,,,,
1871,5,27,1871,6,3,22,1871.42191780822,1393,0,58,,,,
1871,6,3,1871,6,10,23,1871.44109589041,1437,0,62,,,,
1871,6,10,1871,6,17,24,1871.4602739726,1349,1,60,,,,
1871,6,17,1871,6,24,25,1871.47945205479,1296,0,48,,,,
1871,6,24,1871,7,1,26,1871.49863013699,1328,0,38,,,,
1871,7,1,1871,7,8,27,1871.51780821918,1200,0,44,,,,
1871,7,8,1871,7,15,28,1871.53698630137,1259,0,37,,,,
1871,7,15,1871,7,22,29,1871.55616438356,1281,0,40,,,,
1871,7,22,1871,7,29,30,1871.57534246575,1420,0,52,,,,
1871,7,29,1871,8,5,31,1871.59452054795,1382,1,40,,,,
1871,8,5,1871,8,12,32,1871.61369863014,1568,1,34,,,,
1871,8,12,1871,8,19,33,1871.63287671233,1715,0,34,,,,
1871,8,19,1871,8,26,34,1871.65205479452,1682,0,30,,,,
1871,8,26,1871,9,2,35,1871.67123287671,1485,1,37,,,,
1871,9,2,1871,9,9,36,1871.6904109589,1422,2,38,,,,
1871,9,9,1871,9,16,37,1871.7095890411,1422,0,39,,,,
1871,9,16,1871,9,23,38,1871.72876712329,1411,0,37,,,,
1871,9,23,1871,9,30,39,1871.74794520548,1390,0,39,,,,
1871,9,30,1871,10,7,40,1871.76712328767,1281,0,56,,,,
1871,10,7,1871,10,14,41,1871.78630136986,1275,0,62,,,,
1871,10,14,1871,10,21,42,1871.80547945205,1291,3,80,,,,
1871,10,21,1871,10,28,43,1871.82465753425,1364,3,84,,,,
1871,10,28,1871,11,4,44,1871.84383561644,1400,0,81,,,,
1871,11,4,1871,11,11,45,1871.86301369863,1365,0,105,,,,
1871,11,11,1871,11,18,46,1871.88219178082,1626,1,115,,,,
1871,11,18,1871,11,25,47,1871.90136986301,1863,0,162,,,,
1871,11,25,1871,12,2,48,1871.92054794521,1918,2,132,,,,
1871,12,2,1871,12,9,49,1871.9397260274,1856,1,155,,,,
1871,12,9,1871,12,16,50,1871.95890410959,2121,1,139,,,,
1871,12,16,1871,12,23,51,1871.97808219178,1943,0,117,,,,
1871,12,23,1871,12,30,52,1871.99726027397,1686,2,101,,,,
1871,12,30,1872,1,6,1,1872.01643835616,1619,2,97,,,,
1872,1,6,1872,1,13,2,1872.03561643836,1632,0,96,,,,
1872,1,13,1872,1,20,3,1872.05479452055,1628,1,75,,,,
1872,1,20,1872,1,27,4,1872.07397260274,1602,1,88,,,,
1872,1,27,1872,2,3,5,1872.09315068493,1423,0,82,,,,
1872,2,3,1872,2,10,6,1872.11232876712,1524,1,80,,,,
1872,2,10,1872,2,17,7,1872.13150684931,1320,2,57,,,,
1872,2,17,1872,2,24,8,1872.15068493151,1488,0,78,,,,
1872,2,24,1872,3,2,9,1872.1698630137,1423,1,82,,,,
1872,3,2,1872,3,9,10,1872.18904109589,1565,1,107,,,,
1872,3,9,1872,3,16,11,1872.20821917808,1475,0,82,,,,
1872,3,16,1872,3,23,12,1872.22739726027,1463,0,87,,,,
1872,3,23,1872,3,30,13,1872.24657534247,1641,1,110,,,,
1872,3,30,1872,4,6,14,1872.26575342466,1559,2,83,,,,
1872,4,6,1872,4,13,15,1872.28493150685,1470,0,91,,,,
1872,4,13,1872,4,20,16,1872.30410958904,1410,0,78,,,,
1872,4,20,1872,4,27,17,1872.32328767123,1415,1,91,,,,
1872,4,27,1872,5,4,18,1872.34246575342,1387,1,62,,,,
1872,5,4,1872,5,11,19,1872.36164383562,1250,0,58,,,,
1872,5,11,1872,5,18,20,1872.38082191781,1268,0,63,,,,
1872,5,18,1872,5,25,21,1872.4,1205,0,59,,,,
1872,5,25,1872,6,1,22,1872.41917808219,1336,0,72,,,,
1872,6,1,1872,6,8,23,1872.43835616438,1289,0,76,,,,
1872,6,8,1872,6,15,24,1872.45753424658,1207,1,53,,,,
1872,6,15,1872,6,22,25,1872.47671232877,1230,0,52,,,,
1872,6,22,1872,6,29,26,1872.49589041096,1070,0,41,,,,
1872,6,29,1872,7,6,27,1872.51506849315,1193,0,36,,,,
1872,7,6,1872,7,13,28,1872.53424657534,1285,0,50,,,,
1872,7,13,1872,7,20,29,1872.55342465753,1467,1,53,,,,
1872,7,20,1872,7,27,30,1872.57260273973,1643,1,40,,,,
1872,7,27,1872,8,3,31,1872.59178082192,1695,0,37,,,,
1872,8,3,1872,8,10,32,1872.61095890411,1598,0,44,,,,
1872,8,10,1872,8,17,33,1872.6301369863,1445,0,41,,,,
1872,8,17,1872,8,24,34,1872.64931506849,1274,0,44,,,,
1872,8,24,1872,8,31,35,1872.66849315068,1236,1,35,,,,
1872,8,31,1872,9,7,36,1872.68767123288,1236,0,53,,,,
1872,9,7,1872,9,14,37,1872.70684931507,1203,0,43,,,,
1872,9,14,1872,9,21,38,1872.72602739726,1106,0,56,,,,
1872,9,21,1872,9,28,39,1872.74520547945,1279,1,76,,,,
1872,9,28,1872,10,5,40,1872.76438356164,1276,0,81,,,,
1872,10,5,1872,10,12,41,1872.78356164384,1218,0,78,,,,
1872,10,12,1872,10,19,42,1872.80273972603,1369,0,80,,,,
1872,10,19,1872,10,26,43,1872.82191780822,1381,0,104,,,,
1872,10,26,1872,11,2,44,1872.84109589041,1306,0,91,,,,
1872,11,2,1872,11,9,45,1872.8602739726,1181,0,93,,,,
1872,11,9,1872,11,16,46,1872.87945205479,1183,1,81,,,,
1872,11,16,1872,11,23,47,1872.89863013699,1277,0,71,,,,
1872,11,23,1872,11,30,48,1872.91780821918,1221,0,76,,,,
1872,11,30,1872,12,7,49,1872.93698630137,1205,0,81,,,,
1872,12,7,1872,12,14,50,1872.95616438356,1199,1,84,,,,
1872,12,14,1872,12,21,51,1872.97534246575,1288,0,75,,,,
1872,12,21,1872,12,28,52,1872.99452054795,1232,0,78,,,,
1872,12,28,1873,1,4,1,1873.01369863014,1212,1,70,,,,
1873,1,4,1873,1,11,2,1873.0301369863,1202,0,59,,,,
1873,1,11,1873,1,18,3,1873.04931506849,1143,0,47,,,,
1873,1,18,1873,1,25,4,1873.06849315068,1247,0,69,,,,
1873,1,25,1873,2,1,5,1873.08767123288,1336,0,67,,,,
1873,2,1,1873,2,8,6,1873.10684931507,1554,1,74,,,,
1873,2,8,1873,2,15,7,1873.12602739726,1620,0,86,,,,
1873,2,15,1873,2,22,8,1873.14520547945,1664,0,99,,,,
1873,2,22,1873,3,1,9,1873.16438356164,1790,1,106,,,,
1873,3,1,1873,3,8,10,1873.18356164384,1617,0,101,,,,
1873,3,8,1873,3,15,11,1873.20273972603,1499,0,78,,,,
1873,3,15,1873,3,22,12,1873.22191780822,1546,1,116,,,,
1873,3,22,1873,3,29,13,1873.24109589041,1540,0,108,,,,
1873,3,29,1873,4,5,14,1873.2602739726,1438,0,90,,,,
1873,4,5,1873,4,12,15,1873.27945205479,1421,2,72,,,,
1873,4,12,1873,4,19,16,1873.29863013699,1603,0,124,,,,
1873,4,19,1873,4,26,17,1873.31780821918,1252,1,76,,,,
1873,4,26,1873,5,3,18,1873.33698630137,1326,1,78,,,,
1873,5,3,1873,5,10,19,1873.35616438356,1355,1,95,,,,
1873,5,10,1873,5,17,20,1873.37534246575,1271,0,75,,,,
1873,5,17,1873,5,24,21,1873.39452054795,1213,0,72,,,,
1873,5,24,1873,5,31,22,1873.41369863014,1182,0,77,,,,
1873,5,31,1873,6,7,23,1873.43287671233,1219,0,69,,,,
1873,6,7,1873,6,14,24,1873.45205479452,1090,0,66,,,,
1873,6,14,1873,6,21,25,1873.47123287671,1191,0,58,,,,
1873,6,21,1873,6,28,26,1873.4904109589,1129,0,47,,,,
1873,6,28,1873,7,5,27,1873.5095890411,1198,0,65,,,,
1873,7,5,1873,7,12,28,1873.52876712329,1181,0,52,,,,
1873,7,12,1873,7,19,29,1873.54794520548,1381,0,66,,,,
1873,7,19,1873,7,26,30,1873.56712328767,1609,0,54,,,,
1873,7,26,1873,8,2,31,1873.58630136986,1508,0,42,,,,
1873,8,2,1873,8,9,32,1873.60547945205,1711,0,50,,,,
1873,8,9,1873,8,16,33,1873.62465753425,1608,0,44,,,,
1873,8,16,1873,8,23,34,1873.64383561644,1546,0,56,,,,
1873,8,23,1873,8,30,35,1873.66301369863,1477,0,42,,,,
1873,8,30,1873,9,6,36,1873.68219178082,1286,0,35,,,,
1873,9,6,1873,9,13,37,1873.70136986301,1319,0,52,,,,
1873,9,13,1873,9,20,38,1873.72054794521,1233,0,56,,,,
1873,9,20,1873,9,27,39,1873.7397260274,1177,0,61,,,,
1873,9,27,1873,10,4,40,1873.75890410959,1386,0,87,,,,
1873,10,4,1873,10,11,41,1873.77808219178,1247,0,71,,,,
1873,10,11,1873,10,18,42,1873.79726027397,1283,3,79,,,,
1873,10,18,1873,10,25,43,1873.81643835616,1404,0,88,,,,
1873,10,25,1873,11,1,44,1873.83561643836,1653,0,113,,,,
1873,11,1,1873,11,8,45,1873.85479452055,1832,1,128,,,,
1873,11,8,1873,11,15,46,1873.87397260274,1636,0,152,,,,
1873,11,15,1873,11,22,47,1873.89315068493,1674,1,128,,,,
1873,11,22,1873,11,28,48,1873.9095890411,1585,0,127,,,,
1873,11,28,1873,12,6,49,1873.93150684932,1484,0,80,,,,
1873,12,6,1873,12,13,50,1873.95068493151,1759,0,102,,,,
1873,12,13,1873,12,20,51,1873.9698630137,2415,1,163,,,,
1873,12,20,1873,12,27,52,1873.98904109589,1540,0,87,,,,
1873,12,27,1874,1,3,53,1874.00821917808,1842,1,132,,,,
1874,1,3,1874,1,10,1,1874.02739726027,1615,0,103,,,,
1874,1,10,1874,1,17,2,1874.04657534247,1553,1,83,,,,
1874,1,17,1874,1,24,3,1874.06575342466,1492,0,81,,,,
1874,1,24,1874,1,31,4,1874.08493150685,1449,0,85,,,,
1874,1,31,1874,2,7,5,1874.10410958904,1411,1,71,,,,
1874,2,7,1874,2,14,6,1874.12328767123,1597,1,103,,,,
1874,2,14,1874,2,21,7,1874.14246575342,1616,0,110,,,,
1874,2,21,1874,2,28,8,1874.16164383562,1754,1,125,,,,
1874,2,28,1874,3,7,9,1874.18082191781,1578,1,100,,,,
1874,3,7,1874,3,14,10,1874.2,1524,0,97,,,,
1874,3,14,1874,3,21,11,1874.21917808219,1611,0,107,,,,
1874,3,21,1874,3,28,12,1874.23835616438,1530,0,94,,,,
1874,3,28,1874,4,4,13,1874.25753424658,1349,0,93,,,,
1874,4,4,1874,4,11,14,1874.27671232877,1387,0,104,,,,
1874,4,11,1874,4,18,15,1874.29589041096,1339,1,91,,,,
1874,4,18,1874,4,25,16,1874.31506849315,1300,0,70,,,,
1874,4,25,1874,5,2,17,1874.33424657534,1256,0,73,,,,
1874,5,2,1874,5,9,18,1874.35342465753,1337,0,81,,,,
1874,5,9,1874,5,16,19,1874.37260273973,1288,0,79,,,,
1874,5,16,1874,5,23,20,1874.39178082192,1326,1,76,,,,
1874,5,23,1874,5,30,21,1874.41095890411,1385,0,85,,,,
1874,5,30,1874,6,6,22,1874.4301369863,1257,0,68,,,,
1874,6,6,1874,6,13,23,1874.44931506849,1204,0,62,,,,
1874,6,13,1874,6,20,24,1874.46849315068,1242,0,73,,,,
1874,6,20,1874,6,27,25,1874.48767123288,1216,0,54,,,,
1874,6,27,1874,7,4,26,1874.50684931507,1336,0,61,,,,
1874,7,4,1874,7,11,27,1874.52602739726,1293,1,40,,,,
1874,7,11,1874,7,18,28,1874.54520547945,1534,0,54,,,,
1874,7,18,1874,7,25,29,1874.56438356164,1640,0,33,,,,
1874,7,25,1874,8,1,30,1874.58356164384,1651,0,51,,,,
1874,8,1,1874,8,8,31,1874.60273972603,1505,0,36,,,,
1874,8,8,1874,8,15,32,1874.62191780822,1368,0,32,,,,
1874,8,15,1874,8,22,33,1874.64109589041,1303,0,44,,,,
1874,8,22,1874,8,29,34,1874.6602739726,1234,0,38,,,,
1874,8,29,1874,9,5,35,1874.67945205479,1207,0,48,,,,
1874,9,5,1874,9,12,36,1874.69863013699,1209,0,34,,,,
1874,9,12,1874,9,19,37,1874.71780821918,1242,0,47,,,,
1874,9,19,1874,9,26,38,1874.73698630137,1137,0,50,,,,
1874,9,26,1874,10,3,39,1874.75616438356,1163,1,45,,,,
1874,10,3,1874,10,10,40,1874.77534246575,1242,0,57,,,,
1874,10,10,1874,10,17,41,1874.79452054795,1344,0,69,,,,
1874,10,17,1874,10,24,42,1874.81369863014,1293,0,75,,,,
1874,10,24,1874,10,31,43,1874.83287671233,1368,0,80,,,,
1874,10,31,1874,11,7,44,1874.85205479452,1445,0,88,,,,
1874,11,7,1874,11,14,45,1874.87123287671,1517,0,104,,,,
1874,11,14,1874,11,21,46,1874.8904109589,1795,0,135,,,,
1874,11,21,1874,11,27,47,1874.90684931507,1925,0,147,,,,
1874,11,27,1874,12,5,48,1874.92876712329,2122,1,188,,,,
1874,12,5,1874,12,12,49,1874.94794520548,2082,2,173,,,,
1874,12,12,1874,12,19,50,1874.96712328767,1947,2,140,,,,
1874,12,19,1874,12,26,51,1874.98630136986,1646,2,105,,,,
1874,12,26,1875,1,2,52,1875.00547945205,2442,0,156,,,,
1875,1,2,1875,1,9,1,1875.02465753425,2296,0,180,,,,
1875,1,9,1875,1,16,2,1875.04383561644,1911,0,141,,,,
1875,1,16,1875,1,23,3,1875.06301369863,1569,1,113,,,,
1875,1,23,1875,1,30,4,1875.08219178082,1650,3,104,,,,
1875,1,30,1875,2,6,5,1875.10136986301,1552,0,88,,,,
1875,2,6,1875,2,13,6,1875.12054794521,1726,0,117,,,,
1875,2,13,1875,2,20,7,1875.1397260274,1801,0,95,,,,
1875,2,20,1875,2,27,8,1875.15890410959,1854,2,114,,,,
1875,2,27,1875,3,6,9,1875.17808219178,1880,2,117,,,,
1875,3,6,1875,3,13,10,1875.19726027397,1847,2,122,,,,
1875,3,13,1875,3,20,11,1875.21643835616,1728,3,117,,,,
1875,3,20,1875,3,27,12,1875.23561643836,1680,0,122,,,,
1875,3,27,1875,4,3,13,1875.25479452055,1873,3,133,,,,
1875,4,3,1875,4,10,14,1875.27397260274,1759,0,145,,,,
1875,4,10,1875,4,17,15,1875.29315068493,1675,0,130,,,,
1875,4,17,1875,4,24,16,1875.31232876712,1600,0,114,,,,
1875,4,24,1875,5,1,17,1875.33150684932,1532,2,104,,,,
1875,5,1,1875,5,8,18,1875.35068493151,1489,0,83,,,,
1875,5,8,1875,5,15,19,1875.3698630137,1427,0,84,,,,
1875,5,15,1875,5,22,20,1875.38904109589,1322,0,71,,,,
1875,5,22,1875,5,29,21,1875.40821917808,1294,1,73,,,,
1875,5,29,1875,6,5,22,1875.42739726027,1323,0,84,,,,
1875,6,5,1875,6,12,23,1875.44657534247,1335,0,50,,,,
1875,6,12,1875,6,19,24,1875.46575342466,1321,0,62,,,,
1875,6,19,1875,6,26,25,1875.48493150685,1413,0,64,,,,
1875,6,26,1875,7,3,26,1875.50410958904,1348,0,62,,,,
1875,7,3,1875,7,10,27,1875.52328767123,1400,0,62,,,,
1875,7,10,1875,7,17,28,1875.54246575342,1481,0,44,,,,
1875,7,17,1875,7,24,29,1875.56164383562,1471,0,52,,,,
1875,7,24,1875,7,31,30,1875.58082191781,1422,0,45,,,,
1875,7,31,1875,8,7,31,1875.6,1340,0,47,,,,
1875,8,7,1875,8,14,32,1875.61917808219,1483,0,66,,,,
1875,8,14,1875,8,21,33,1875.63835616438,1453,0,37,,,,
1875,8,21,1875,8,28,34,1875.65753424658,1440,0,41,,,,
1875,8,28,1875,9,4,35,1875.67671232877,1429,0,61,,,,
1875,9,4,1875,9,11,36,1875.69589041096,1492,0,52,,,,
1875,9,11,1875,9,18,37,1875.71506849315,1338,0,52,,,,
1875,9,18,1875,9,25,38,1875.73424657534,1319,0,57,,,,
1875,9,25,1875,10,2,39,1875.75342465753,1401,0,47,,,,
1875,10,2,1875,10,9,40,1875.77260273973,1397,0,60,,,,
1875,10,9,1875,10,16,41,1875.79178082192,1442,0,64,,,,
1875,10,16,1875,10,23,42,1875.81095890411,1563,1,71,,,,
1875,10,23,1875,10,30,43,1875.8301369863,1477,0,64,,,,
1875,10,30,1875,11,6,44,1875.84931506849,1583,0,77,,,,
1875,11,6,1875,11,13,45,1875.86849315069,1567,0,85,,,,
1875,11,13,1875,11,20,46,1875.88767123288,1603,0,113,,,,
1875,11,20,1875,11,27,47,1875.90684931507,1504,1,108,,,,
