# Daily mortality in Canada, 1951-1999
# These data were extracted by Junling Ma from the Canadian Mortality Database (CMD) at Statistics Canada in Ottawa in January 2005.  They were released from StatCan premises with the permission of Jean-Marie Berthelot.
# The data are aggregated across the entire country for each day
# Censored data (<3) are replaced by 1
# The data columns are: pop = population of Canada as a whole, acm = all-cause mortality, rcm = mortality from respiratory and circulatory causes and pim = mortality from pneumonia and influenza
# Junling Ma's original file Canada_daily is a space-delimited plain text file.  This spreadsheet was created by Laxmi Pandit in Nov 2007
year,month,day,numdate,pop,acm,rcm,pim
1958,12,10,1958.94247,17458709,395,254,13
1958,12,11,1958.94521,17459813,401,228,18
1958,12,12,1958.94795,17460917,383,227,14
1958,12,13,1958.95068,17462021,423,240,24
1958,12,14,1958.95342,17463126,388,221,14
1958,12,15,1958.95616,17464230,389,218,10
1958,12,16,1958.9589,17465334,392,221,13
1958,12,17,1958.96164,17466438,403,230,22
1958,12,18,1958.96438,17467542,398,245,25
1958,12,19,1958.96712,17468646,391,233,21
1958,12,20,1958.96986,17469750,379,234,18
1958,12,21,1958.9726,17470854,370,193,16
1958,12,22,1958.97534,17471958,378,234,19
1958,12,23,1958.97808,17473063,398,213,19
1958,12,24,1958.98082,17474167,390,223,18
1958,12,25,1958.98356,17475271,393,228,10
1958,12,26,1958.9863,17476375,405,232,27
1958,12,27,1958.98904,17477479,431,245,23
1958,12,28,1958.99178,17478583,408,246,33
1958,12,29,1958.99452,17479687,387,227,22
1958,12,30,1958.99726,17480791,382,226,19
1958,12,31,1959,17481895,390,225,20
1959,1,1,1959.00274,17483000,425,254,24
1959,1,2,1959.00548,17484060,398,230,15
1959,1,3,1959.00822,17485120,418,235,29
1959,1,4,1959.01096,17486180,431,263,16
1959,1,5,1959.0137,17487241,453,292,28
1959,1,6,1959.01644,17488301,407,244,27
1959,1,7,1959.01918,17489361,458,258,32
1959,1,8,1959.02192,17490421,427,252,27
1959,1,9,1959.02466,17491482,420,237,18
1959,1,10,1959.0274,17492542,448,260,25
1959,1,11,1959.03014,17493602,382,236,21
1959,1,12,1959.03288,17494663,451,268,37
1959,1,13,1959.03562,17495723,419,263,35
1959,1,14,1959.03836,17496783,375,217,19
1959,1,15,1959.0411,17497843,406,231,21
1959,1,16,1959.04384,17498904,382,220,22
1959,1,17,1959.04658,17499964,410,233,21
1959,1,18,1959.04932,17501024,371,219,19
1959,1,19,1959.05205,17502084,405,246,20
1959,1,20,1959.05479,17503145,416,253,21
1959,1,21,1959.05753,17504205,439,248,28
1959,1,22,1959.06027,17505265,388,240,14
1959,1,23,1959.06301,17506326,354,208,17
1959,1,24,1959.06575,17507386,415,234,26
1959,1,25,1959.06849,17508446,387,215,11
1959,1,26,1959.07123,17509506,364,225,25
1959,1,27,1959.07397,17510567,409,231,20
1959,1,28,1959.07671,17511627,365,202,27
1959,1,29,1959.07945,17512687,382,216,23
1959,1,30,1959.08219,17513747,378,225,18
1959,1,31,1959.08493,17514808,407,245,26
1959,2,1,1959.08767,17515868,374,204,21
1959,2,2,1959.09041,17516928,410,247,13
1959,2,3,1959.09315,17517989,411,232,30
1959,2,4,1959.09589,17519049,385,213,21
1959,2,5,1959.09863,17520109,442,269,34
1959,2,6,1959.10137,17521169,387,206,20
1959,2,7,1959.10411,17522230,395,230,22
1959,2,8,1959.10685,17523290,402,252,19
1959,2,9,1959.10959,17524350,410,250,25
1959,2,10,1959.11233,17525410,383,215,22
1959,2,11,1959.11507,17526471,401,224,26
1959,2,12,1959.11781,17527531,450,272,32
1959,2,13,1959.12055,17528591,398,234,15
1959,2,14,1959.12329,17529652,420,229,22
1959,2,15,1959.12603,17530712,384,231,33
1959,2,16,1959.12877,17531772,385,227,21
1959,2,17,1959.13151,17532832,388,216,18
1959,2,18,1959.13425,17533893,404,223,20
1959,2,19,1959.13699,17534953,366,228,23
1959,2,20,1959.13973,17536013,363,215,22
1959,2,21,1959.14247,17537073,373,214,17
1959,2,22,1959.14521,17538134,394,243,29
1959,2,23,1959.14795,17539194,404,236,21
1959,2,24,1959.15068,17540254,356,200,15
1959,2,25,1959.15342,17541315,390,228,22
1959,2,26,1959.15616,17542375,406,242,15
1959,2,27,1959.1589,17543435,386,222,16
1959,2,28,1959.16164,17544495,439,263,24
1959,3,1,1959.16438,17545556,402,228,21
1959,3,2,1959.16712,17546616,394,241,24
1959,3,3,1959.16986,17547676,359,199,22
1959,3,4,1959.1726,17548736,383,210,24
1959,3,5,1959.17534,17549797,396,225,22
1959,3,6,1959.17808,17550857,373,213,13
1959,3,7,1959.18082,17551917,392,214,17
1959,3,8,1959.18356,17552978,379,228,18
1959,3,9,1959.1863,17554038,402,232,18
1959,3,10,1959.18904,17555098,330,193,18
1959,3,11,1959.19178,17556158,395,237,28
1959,3,12,1959.19452,17557219,407,233,24
1959,3,13,1959.19726,17558279,415,254,22
1959,3,14,1959.2,17559339,379,231,22
1959,3,15,1959.20274,17560400,390,225,25
1959,3,16,1959.20548,17561460,426,247,27
1959,3,17,1959.20822,17562520,394,246,24
1959,3,18,1959.21096,17563580,403,242,25
1959,3,19,1959.2137,17564641,404,235,19
1959,3,20,1959.21644,17565701,431,259,27
1959,3,21,1959.21918,17566761,419,256,17
1959,3,22,1959.22192,17567821,398,250,30
1959,3,23,1959.22466,17568882,396,231,20
1959,3,24,1959.2274,17569942,412,241,21
1959,3,25,1959.23014,17571002,402,261,29
1959,3,26,1959.23288,17572063,379,236,30
1959,3,27,1959.23562,17573123,434,272,33
1959,3,28,1959.23836,17574183,425,280,34
1959,3,29,1959.2411,17575243,435,269,38
1959,3,30,1959.24384,17576304,455,288,45
1959,3,31,1959.24658,17577364,430,270,35
1959,4,1,1959.24932,17578424,477,293,42
1959,4,2,1959.25205,17579484,457,278,38
1959,4,3,1959.25479,17580545,461,293,37
1959,4,4,1959.25753,17581605,489,300,45
1959,4,5,1959.26027,17582665,461,297,44
1959,4,6,1959.26301,17583726,442,272,51
1959,4,7,1959.26575,17584786,434,276,38
1959,4,8,1959.26849,17585846,466,288,47
1959,4,9,1959.27123,17586906,477,297,40
1959,4,10,1959.27397,17587967,462,302,53
1959,4,11,1959.27671,17589027,491,288,46
1959,4,12,1959.27945,17590087,444,285,52
1959,4,13,1959.28219,17591147,478,309,51
1959,4,14,1959.28493,17592208,461,291,37
1959,4,15,1959.28767,17593268,438,283,37
1959,4,16,1959.29041,17594328,450,287,58
1959,4,17,1959.29315,17595389,477,320,45
1959,4,18,1959.29589,17596449,492,288,43
1959,4,19,1959.29863,17597509,425,256,40
1959,4,20,1959.30137,17598569,462,282,53
1959,4,21,1959.30411,17599630,419,254,41
1959,4,22,1959.30685,17600690,422,251,44
1959,4,23,1959.30959,17601750,427,260,38
1959,4,24,1959.31233,17602810,426,235,29
1959,4,25,1959.31507,17603871,433,277,47
1959,4,26,1959.31781,17604931,384,245,38
1959,4,27,1959.32055,17605991,412,250,41
1959,4,28,1959.32329,17607052,403,235,38
1959,4,29,1959.32603,17608112,425,267,36
1959,4,30,1959.32877,17609172,421,249,27
1959,5,1,1959.33151,17610232,400,250,39
1959,5,2,1959.33425,17611293,430,242,33
1959,5,3,1959.33699,17612353,399,233,27
1959,5,4,1959.33973,17613413,433,260,34
1959,5,5,1959.34247,17614473,395,225,20
1959,5,6,1959.34521,17615534,384,218,29
1959,5,7,1959.34795,17616594,397,226,32
1959,5,8,1959.35068,17617654,406,216,22
1959,5,9,1959.35342,17618715,426,215,26
1959,5,10,1959.35616,17619775,384,216,25
1959,5,11,1959.3589,17620835,387,221,23
1959,5,12,1959.36164,17621895,378,224,21
1959,5,13,1959.36438,17622956,369,207,23
1959,5,14,1959.36712,17624016,379,228,17
1959,5,15,1959.36986,17625076,407,227,21
1959,5,16,1959.3726,17626136,374,224,32
1959,5,17,1959.37534,17627197,382,224,23
1959,5,18,1959.37808,17628257,368,219,16
1959,5,19,1959.38082,17629317,364,197,22
1959,5,20,1959.38356,17630378,403,233,16
1959,5,21,1959.3863,17631438,356,200,10
1959,5,22,1959.38904,17632498,368,205,14
1959,5,23,1959.39178,17633558,356,194,27
1959,5,24,1959.39452,17634619,353,199,15
1959,5,25,1959.39726,17635679,365,211,13
1959,5,26,1959.4,17636739,366,218,15
1959,5,27,1959.40274,17637800,422,230,16
1959,5,28,1959.40548,17638860,352,175,11
1959,5,29,1959.40822,17639920,359,178,18
1959,5,30,1959.41096,17640980,385,194,14
1959,5,31,1959.4137,17642041,362,199,14
1959,6,1,1959.41644,17643101,348,203,11
1959,6,2,1959.41918,17644161,377,205,17
1959,6,3,1959.42192,17645221,392,206,14
1959,6,4,1959.42466,17646282,377,206,15
1959,6,5,1959.4274,17647342,362,188,16
1959,6,6,1959.43014,17648402,395,214,16
1959,6,7,1959.43288,17649463,389,218,17
1959,6,8,1959.43562,17650523,356,213,15
1959,6,9,1959.43836,17651583,380,198,12
1959,6,10,1959.4411,17652643,384,212,17
1959,6,11,1959.44384,17653704,381,211,9
1959,6,12,1959.44658,17654764,367,195,16
1959,6,13,1959.44932,17655824,365,184,11
1959,6,14,1959.45205,17656884,346,206,14
1959,6,15,1959.45479,17657945,340,188,17
1959,6,16,1959.45753,17659005,365,195,8
1959,6,17,1959.46027,17660065,348,185,15
1959,6,18,1959.46301,17661126,346,175,6
1959,6,19,1959.46575,17662186,368,198,14
1959,6,20,1959.46849,17663246,392,205,13
1959,6,21,1959.47123,17664306,320,178,11
1959,6,22,1959.47397,17665367,360,200,9
1959,6,23,1959.47671,17666427,340,176,12
1959,6,24,1959.47945,17667487,356,191,16
1959,6,25,1959.48219,17668547,360,190,7
1959,6,26,1959.48493,17669608,350,193,20
1959,6,27,1959.48767,17670668,385,190,13
1959,6,28,1959.49041,17671728,405,213,13
1959,6,29,1959.49315,17672789,412,217,13
1959,6,30,1959.49589,17673849,370,204,13
1959,7,1,1959.49863,17674909,376,204,9
1959,7,2,1959.50137,17675969,327,175,9
1959,7,3,1959.50411,17677030,328,175,11
1959,7,4,1959.50685,17678090,403,214,14
1959,7,5,1959.50959,17679150,393,186,13
1959,7,6,1959.51233,17680210,361,197,15
1959,7,7,1959.51507,17681271,331,171,12
1959,7,8,1959.51781,17682331,371,199,9
1959,7,9,1959.52055,17683391,378,214,13
1959,7,10,1959.52329,17684452,370,184,4
1959,7,11,1959.52603,17685512,378,188,8
1959,7,12,1959.52877,17686572,382,190,15
1959,7,13,1959.53151,17687632,334,196,9
1959,7,14,1959.53425,17688693,355,187,4
1959,7,15,1959.53699,17689753,394,186,11
1959,7,16,1959.53973,17690813,352,190,14
1959,7,17,1959.54247,17691873,368,192,13
1959,7,18,1959.54521,17692934,376,170,13
1959,7,19,1959.54795,17693994,401,203,17
1959,7,20,1959.55068,17695054,373,186,14
1959,7,21,1959.55342,17696115,362,186,7
1959,7,22,1959.55616,17697175,372,193,12
1959,7,23,1959.5589,17698235,375,193,10
1959,7,24,1959.56164,17699295,371,208,16
1959,7,25,1959.56438,17700356,344,165,8
1959,7,26,1959.56712,17701416,339,164,10
1959,7,27,1959.56986,17702476,389,216,16
1959,7,28,1959.5726,17703536,344,161,9
1959,7,29,1959.57534,17704597,349,166,9
1959,7,30,1959.57808,17705657,357,181,14
1959,7,31,1959.58082,17706717,408,203,8
1959,8,1,1959.58356,17707778,355,195,11
1959,8,2,1959.5863,17708838,326,173,9
1959,8,3,1959.58904,17709898,327,183,13
1959,8,4,1959.59178,17710958,347,189,7
1959,8,5,1959.59452,17712019,371,198,14
1959,8,6,1959.59726,17713079,341,174,8
1959,8,7,1959.6,17714139,354,173,10
1959,8,8,1959.60274,17715200,326,165,4
1959,8,9,1959.60548,17716260,318,154,5
1959,8,10,1959.60822,17717320,337,194,8
1959,8,11,1959.61096,17718380,299,161,10
1959,8,12,1959.6137,17719441,341,181,15
1959,8,13,1959.61644,17720501,367,177,10
1959,8,14,1959.61918,17721561,343,173,9
1959,8,15,1959.62192,17722621,389,203,9
1959,8,16,1959.62466,17723682,393,192,16
1959,8,17,1959.6274,17724742,316,173,10
1959,8,18,1959.63014,17725802,334,168,8
1959,8,19,1959.63288,17726863,300,159,10
1959,8,20,1959.63562,17727923,358,213,16
1959,8,21,1959.63836,17728983,340,168,10
1959,8,22,1959.6411,17730043,363,179,12
1959,8,23,1959.64384,17731104,350,168,12
1959,8,24,1959.64658,17732164,329,174,10
1959,8,25,1959.64932,17733224,349,189,13
1959,8,26,1959.65205,17734284,379,190,11
1959,8,27,1959.65479,17735345,338,176,7
1959,8,28,1959.65753,17736405,403,209,11
1959,8,29,1959.66027,17737465,347,187,12
1959,8,30,1959.66301,17738526,364,172,10
1959,8,31,1959.66575,17739586,368,195,9
1959,9,1,1959.66849,17740646,357,198,10
1959,9,2,1959.67123,17741706,359,168,7
1959,9,3,1959.67397,17742767,309,158,7
1959,9,4,1959.67671,17743827,358,195,8
1959,9,5,1959.67945,17744887,364,183,10
1959,9,6,1959.68219,17745947,357,195,15
1959,9,7,1959.68493,17747008,336,173,13
1959,9,8,1959.68767,17748068,381,212,12
1959,9,9,1959.69041,17749128,353,172,10
1959,9,10,1959.69315,17750189,349,191,17
1959,9,11,1959.69589,17751249,323,160,8
1959,9,12,1959.69863,17752309,366,205,10
1959,9,13,1959.70137,17753369,357,188,9
1959,9,14,1959.70411,17754430,348,201,11
1959,9,15,1959.70685,17755490,346,192,9
1959,9,16,1959.70959,17756550,334,164,9
1959,9,17,1959.71233,17757610,375,210,10
1959,9,18,1959.71507,17758671,361,189,9
1959,9,19,1959.71781,17759731,385,189,10
1959,9,20,1959.72055,17760791,383,194,15
1959,9,21,1959.72329,17761852,388,203,10
1959,9,22,1959.72603,17762912,395,218,14
1959,9,23,1959.72877,17763972,358,194,18
1959,9,24,1959.73151,17765032,343,182,7
1959,9,25,1959.73425,17766093,330,178,13
1959,9,26,1959.73699,17767153,363,197,10
1959,9,27,1959.73973,17768213,386,194,15
1959,9,28,1959.74247,17769273,363,193,19
1959,9,29,1959.74521,17770334,350,185,17
1959,9,30,1959.74795,17771394,385,201,7
1959,10,1,1959.75068,17772454,312,173,15
1959,10,2,1959.75342,17773515,376,205,9
1959,10,3,1959.75616,17774575,346,174,17
1959,10,4,1959.7589,17775635,342,185,12
1959,10,5,1959.76164,17776695,362,189,14
1959,10,6,1959.76438,17777756,347,202,14
1959,10,7,1959.76712,17778816,383,210,7
1959,10,8,1959.76986,17779876,357,189,12
1959,10,9,1959.7726,17780936,362,208,14
1959,10,10,1959.77534,17781997,375,197,5
1959,10,11,1959.77808,17783057,385,193,16
1959,10,12,1959.78082,17784117,348,197,12
1959,10,13,1959.78356,17785178,373,197,7
1959,10,14,1959.7863,17786238,373,212,14
1959,10,15,1959.78904,17787298,387,215,15
1959,10,16,1959.79178,17788358,336,167,10
1959,10,17,1959.79452,17789419,366,210,21
1959,10,18,1959.79726,17790479,396,222,16
1959,10,19,1959.8,17791539,389,210,17
1959,10,20,1959.80274,17792600,372,218,16
1959,10,21,1959.80548,17793660,351,178,14
1959,10,22,1959.80822,17794720,354,197,20
1959,10,23,1959.81096,17795780,376,196,9
1959,10,24,1959.8137,17796841,380,205,18
1959,10,25,1959.81644,17797901,407,205,19
1959,10,26,1959.81918,17798961,369,205,13
1959,10,27,1959.82192,17800021,345,196,15
1959,10,28,1959.82466,17801082,381,232,15
1959,10,29,1959.8274,17802142,344,196,15
1959,10,30,1959.83014,17803202,359,200,9
1959,10,31,1959.83288,17804263,405,208,12
1959,11,1,1959.83562,17805323,410,228,12
1959,11,2,1959.83836,17806383,369,206,19
1959,11,3,1959.8411,17807443,352,216,14
1959,11,4,1959.84384,17808504,373,218,10
1959,11,5,1959.84658,17809564,395,207,11
1959,11,6,1959.84932,17810624,384,211,16
1959,11,7,1959.85205,17811684,380,206,12
1959,11,8,1959.85479,17812745,382,222,17
1959,11,9,1959.85753,17813805,357,218,11
1959,11,10,1959.86027,17814865,339,192,13
1959,11,11,1959.86301,17815926,380,204,9
1959,11,12,1959.86575,17816986,344,196,12
1959,11,13,1959.86849,17818046,373,210,7
1959,11,14,1959.87123,17819106,439,245,17
1959,11,15,1959.87397,17820167,386,216,13
1959,11,16,1959.87671,17821227,387,227,16
1959,11,17,1959.87945,17822287,377,219,13
1959,11,18,1959.88219,17823347,363,193,16
1959,11,19,1959.88493,17824408,392,209,19
1959,11,20,1959.88767,17825468,339,202,12
1959,11,21,1959.89041,17826528,414,214,13
1959,11,22,1959.89315,17827589,385,209,20
1959,11,23,1959.89589,17828649,381,229,19
1959,11,24,1959.89863,17829709,413,226,16
1959,11,25,1959.90137,17830769,370,216,22
1959,11,26,1959.90411,17831830,356,216,11
1959,11,27,1959.90685,17832890,379,210,8
1959,11,28,1959.90959,17833950,394,224,16
1959,11,29,1959.91233,17835010,376,209,15
1959,11,30,1959.91507,17836071,413,233,15
1959,12,1,1959.91781,17837131,351,208,15
1959,12,2,1959.92055,17838191,405,230,16
1959,12,3,1959.92329,17839252,372,215,18
1959,12,4,1959.92603,17840312,369,200,14
1959,12,5,1959.92877,17841372,426,238,18
1959,12,6,1959.93151,17842432,408,216,18
1959,12,7,1959.93425,17843493,371,207,19
1959,12,8,1959.93699,17844553,377,211,23
1959,12,9,1959.93973,17845613,385,197,12
1959,12,10,1959.94247,17846673,362,203,23
1959,12,11,1959.94521,17847734,355,208,21
1959,12,12,1959.94795,17848794,419,241,17
1959,12,13,1959.95068,17849854,365,209,15
1959,12,14,1959.95342,17850915,394,223,21
1959,12,15,1959.95616,17851975,390,234,25
1959,12,16,1959.9589,17853035,398,219,24
1959,12,17,1959.96164,17854095,374,217,20
1959,12,18,1959.96438,17855156,377,228,18
1959,12,19,1959.96712,17856216,379,216,17
1959,12,20,1959.96986,17857276,349,221,24
1959,12,21,1959.9726,17858336,341,203,11
1959,12,22,1959.97534,17859397,377,218,17
1959,12,23,1959.97808,17860457,428,237,19
1959,12,24,1959.98082,17861517,414,246,15
1959,12,25,1959.98356,17862578,428,240,19
1959,12,26,1959.9863,17863638,427,242,21
1959,12,27,1959.98904,17864698,422,244,22
1959,12,28,1959.99178,17865758,444,250,24
1959,12,29,1959.99452,17866819,399,227,21
1959,12,30,1959.99726,17867879,412,244,28
1959,12,31,1960,17868939,364,212,27
1960,1,1,1960.00274,17870000,416,252,22
1960,1,2,1960.00548,17871006,430,261,22
1960,1,3,1960.00822,17872012,417,236,18
1960,1,4,1960.01096,17873018,415,255,19
1960,1,5,1960.0137,17874024,441,271,28
1960,1,6,1960.01644,17875030,368,209,16
1960,1,7,1960.01918,17876036,369,211,15
1960,1,8,1960.02192,17877042,376,230,22
1960,1,9,1960.02466,17878049,458,279,26
1960,1,10,1960.0274,17879055,410,256,20
1960,1,11,1960.03014,17880061,393,230,32
1960,1,12,1960.03288,17881067,470,301,34
1960,1,13,1960.03562,17882073,429,262,25
1960,1,14,1960.03836,17883079,401,239,25
1960,1,15,1960.0411,17884085,412,240,32
1960,1,16,1960.04384,17885092,419,243,23
1960,1,17,1960.04658,17886098,369,222,24
1960,1,18,1960.04932,17887104,393,245,24
1960,1,19,1960.05205,17888110,410,263,24
1960,1,20,1960.05479,17889116,399,245,20
1960,1,21,1960.05753,17890122,395,223,18
1960,1,22,1960.06027,17891128,401,242,22
1960,1,23,1960.06301,17892135,369,230,20
1960,1,24,1960.06575,17893141,375,222,21
1960,1,25,1960.06849,17894147,374,231,20
1960,1,26,1960.07123,17895153,350,217,14
1960,1,27,1960.07397,17896159,412,244,18
1960,1,28,1960.07671,17897165,406,248,21
1960,1,29,1960.07945,17898171,373,230,18
1960,1,30,1960.08219,17899178,405,229,32
1960,1,31,1960.08493,17900184,383,236,18
1960,2,1,1960.08767,17901190,360,190,17
1960,2,2,1960.09041,17902196,387,210,21
1960,2,3,1960.09315,17903202,389,226,14
1960,2,4,1960.09589,17904208,372,217,14
1960,2,5,1960.09863,17905214,422,232,24
1960,2,6,1960.10137,17906221,429,241,12
1960,2,7,1960.10411,17907227,380,232,18
1960,2,8,1960.10685,17908233,389,236,20
1960,2,9,1960.10959,17909239,405,242,26
1960,2,10,1960.11233,17910245,383,221,21
1960,2,11,1960.11507,17911251,401,235,18
1960,2,12,1960.11781,17912257,400,258,23
1960,2,13,1960.12055,17913263,360,216,19
1960,2,14,1960.12329,17914270,363,217,14
1960,2,15,1960.12603,17915276,388,224,10
1960,2,16,1960.12877,17916282,397,232,23
1960,2,17,1960.13151,17917288,390,230,23
1960,2,18,1960.13425,17918294,377,226,16
1960,2,19,1960.13699,17919300,440,260,25
1960,2,20,1960.13973,17920306,366,213,24
1960,2,21,1960.14247,17921313,337,212,25
1960,2,22,1960.14521,17922319,372,235,22
1960,2,23,1960.14795,17923325,363,233,28
1960,2,24,1960.15068,17924331,401,233,19
1960,2,25,1960.15342,17925337,387,240,23
1960,2,26,1960.15616,17926343,439,266,23
1960,2,27,1960.1589,17927349,437,261,14
1960,2,28,1960.16164,17928356,375,223,19
1960,2,29,1960.16438,17929362,389,249,22
1960,3,1,1960.16712,17930368,405,242,18
1960,3,2,1960.16986,17931374,376,208,22
1960,3,3,1960.1726,17932380,404,230,22
1960,3,4,1960.17534,17933386,413,244,19
1960,3,5,1960.17808,17934392,411,248,25
1960,3,6,1960.18082,17935399,400,223,12
1960,3,7,1960.18356,17936405,422,258,23
1960,3,8,1960.1863,17937411,383,221,18
1960,3,9,1960.18904,17938417,412,247,24
1960,3,10,1960.19178,17939423,379,234,15
1960,3,11,1960.19452,17940429,386,231,23
1960,3,12,1960.19726,17941435,412,213,14
1960,3,13,1960.2,17942442,376,225,26
1960,3,14,1960.20274,17943448,376,229,21
1960,3,15,1960.20548,17944454,396,235,19
1960,3,16,1960.20822,17945460,397,209,22
1960,3,17,1960.21096,17946466,416,238,18
1960,3,18,1960.2137,17947472,428,251,24
1960,3,19,1960.21644,17948478,367,205,21
1960,3,20,1960.21918,17949485,376,221,21
1960,3,21,1960.22192,17950491,365,225,22
1960,3,22,1960.22466,17951497,397,234,26
1960,3,23,1960.2274,17952503,384,229,27
1960,3,24,1960.23014,17953509,383,218,24
1960,3,25,1960.23288,17954515,409,257,18
1960,3,26,1960.23562,17955521,405,228,13
1960,3,27,1960.23836,17956527,385,225,23
1960,3,28,1960.2411,17957534,424,252,21
1960,3,29,1960.24384,17958540,395,226,27
1960,3,30,1960.24658,17959546,403,224,21
1960,3,31,1960.24932,17960552,397,243,18
1960,4,1,1960.25205,17961558,377,209,21
1960,4,2,1960.25479,17962564,393,228,25
1960,4,3,1960.25753,17963570,413,245,26
1960,4,4,1960.26027,17964577,396,236,18
1960,4,5,1960.26301,17965583,408,236,25
1960,4,6,1960.26575,17966589,385,228,18
1960,4,7,1960.26849,17967595,343,186,18
1960,4,8,1960.27123,17968601,390,243,27
1960,4,9,1960.27397,17969607,338,192,19
1960,4,10,1960.27671,17970613,386,212,15
1960,4,11,1960.27945,17971620,400,226,19
1960,4,12,1960.28219,17972626,409,230,17
1960,4,13,1960.28493,17973632,396,230,19
1960,4,14,1960.28767,17974638,380,208,13
1960,4,15,1960.29041,17975644,406,233,20
1960,4,16,1960.29315,17976650,405,219,22
1960,4,17,1960.29589,17977656,414,236,33
1960,4,18,1960.29863,17978663,397,224,20
1960,4,19,1960.30137,17979669,368,213,27
1960,4,20,1960.30411,17980675,358,192,24
1960,4,21,1960.30685,17981681,394,219,20
1960,4,22,1960.30959,17982687,406,227,17
1960,4,23,1960.31233,17983693,384,219,11
1960,4,24,1960.31507,17984699,375,232,30
1960,4,25,1960.31781,17985706,346,197,23
1960,4,26,1960.32055,17986712,368,208,16
1960,4,27,1960.32329,17987718,363,214,15
1960,4,28,1960.32603,17988724,363,205,25
1960,4,29,1960.32877,17989730,380,217,21
1960,4,30,1960.33151,17990736,393,210,12
1960,5,1,1960.33425,17991742,411,240,23
1960,5,2,1960.33699,17992749,395,206,11
1960,5,3,1960.33973,17993755,388,214,12
1960,5,4,1960.34247,17994761,385,215,16
1960,5,5,1960.34521,17995767,434,253,16
1960,5,6,1960.34795,17996773,366,196,14
1960,5,7,1960.35068,17997779,409,230,13
1960,5,8,1960.35342,17998785,370,193,15
1960,5,9,1960.35616,17999791,374,222,11
1960,5,10,1960.3589,18000798,373,224,17
1960,5,11,1960.36164,18001804,363,205,12
1960,5,12,1960.36438,18002810,347,206,13
1960,5,13,1960.36712,18003816,378,218,9
1960,5,14,1960.36986,18004822,376,217,10
1960,5,15,1960.3726,18005828,389,219,13
1960,5,16,1960.37534,18006834,388,245,16
1960,5,17,1960.37808,18007841,385,209,9
1960,5,18,1960.38082,18008847,347,188,12
1960,5,19,1960.38356,18009853,340,192,13
1960,5,20,1960.3863,18010859,383,196,12
1960,5,21,1960.38904,18011865,372,197,11
1960,5,22,1960.39178,18012871,380,209,19
1960,5,23,1960.39452,18013877,355,191,14
1960,5,24,1960.39726,18014884,354,205,11
1960,5,25,1960.4,18015890,333,191,27
1960,5,26,1960.40274,18016896,380,187,14
1960,5,27,1960.40548,18017902,385,227,16
1960,5,28,1960.40822,18018908,392,202,18
1960,5,29,1960.41096,18019914,390,212,11
1960,5,30,1960.4137,18020920,403,239,13
1960,5,31,1960.41644,18021927,361,197,16
1960,6,1,1960.41918,18022933,395,227,8
1960,6,2,1960.42192,18023939,398,220,14
1960,6,3,1960.42466,18024945,373,205,7
1960,6,4,1960.4274,18025951,368,181,8
1960,6,5,1960.43014,18026957,390,208,11
1960,6,6,1960.43288,18027963,386,221,9
1960,6,7,1960.43562,18028970,369,201,13
1960,6,8,1960.43836,18029976,361,199,9
1960,6,9,1960.4411,18030982,391,205,12
1960,6,10,1960.44384,18031988,384,198,12
1960,6,11,1960.44658,18032994,406,214,15
1960,6,12,1960.44932,18034000,390,217,10
1960,6,13,1960.45205,18035006,380,223,25
1960,6,14,1960.45479,18036012,343,180,13
1960,6,15,1960.45753,18037019,389,221,13
1960,6,16,1960.46027,18038025,387,220,13
1960,6,17,1960.46301,18039031,391,218,17
1960,6,18,1960.46575,18040037,369,190,12
1960,6,19,1960.46849,18041043,383,209,10
1960,6,20,1960.47123,18042049,376,206,11
1960,6,21,1960.47397,18043055,359,200,11
1960,6,22,1960.47671,18044062,361,220,8
1960,6,23,1960.47945,18045068,384,210,7
1960,6,24,1960.48219,18046074,374,215,14
1960,6,25,1960.48493,18047080,392,222,13
1960,6,26,1960.48767,18048086,401,196,19
1960,6,27,1960.49041,18049092,366,183,14
1960,6,28,1960.49315,18050098,394,212,20
1960,6,29,1960.49589,18051105,408,225,18
1960,6,30,1960.49863,18052111,347,201,9
1960,7,1,1960.50137,18053117,382,178,6
1960,7,2,1960.50411,18054123,396,218,12
1960,7,3,1960.50685,18055129,388,204,14
1960,7,4,1960.50959,18056135,347,193,11
1960,7,5,1960.51233,18057141,393,216,8
1960,7,6,1960.51507,18058148,383,217,12
1960,7,7,1960.51781,18059154,380,200,14
1960,7,8,1960.52055,18060160,352,185,14
1960,7,9,1960.52329,18061166,415,213,18
1960,7,10,1960.52603,18062172,400,214,8
1960,7,11,1960.52877,18063178,399,226,12
1960,7,12,1960.53151,18064184,379,200,11
1960,7,13,1960.53425,18065191,393,212,13
1960,7,14,1960.53699,18066197,351,204,11
1960,7,15,1960.53973,18067203,385,205,10
1960,7,16,1960.54247,18068209,405,216,12
1960,7,17,1960.54521,18069215,394,188,7
1960,7,18,1960.54795,18070221,355,197,9
1960,7,19,1960.55068,18071227,348,187,14
1960,7,20,1960.55342,18072234,347,204,13
1960,7,21,1960.55616,18073240,349,182,7
1960,7,22,1960.5589,18074246,380,202,12
1960,7,23,1960.56164,18075252,405,200,11
1960,7,24,1960.56438,18076258,386,195,11
1960,7,25,1960.56712,18077264,357,192,14
1960,7,26,1960.56986,18078270,358,187,1.5
1960,7,27,1960.5726,18079276,391,193,17
